band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,13,15,13,13,14,12,16,13,14,13,14,14,634
3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,3099,3262,3158,3192,3186,2946,3337,3254,3174,3199,3180,3185,119
741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,741,760,750,756,697,805,753,742,611,902,748,756,162
981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,981,1094,1038,973,1009,1013,1157,924,1160,1019,1054,1044,298
3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,3089,3082,3093,3091,2878,3295,3094,3047,3118,3101,3079,3099,409
1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,1768,2025,3160,2353,1419,3313,2318,2233,2043,2810,2209,2499,574
679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,679,722,576,897,669,780,449,724,943,772,727,722,210
1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,1617,1742,1680,1538,1757,1738,1671,1703,1680,1662,1699,1682,170
1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,1206,1323,1257,1230,1313,932,1592,1270,1099,1424,1236,1314,387
884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,884,840,771,1120,482,1275,676,1024,917,894,1002,958,147
1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,294
1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,1075,657,1512,642,958,1639,683,1509,1122,1048,1085,1147,294
3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,3008,2610,3332,3113,3013,2426,3189,3424,3026,2986,3004,3060,388
330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,330,567,439,350,525,481,453,402,445,443,459,503,322
1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,1430,2197,1644,2494,1705,1855,1956,1850,1659,2405,2181,1945,578
632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,632,629,531,737,595,669,633,629,530,657,650,702,232
822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,822,1273,1634,102,2262,2390,1435,770,1695,1316,1370,195,,,,,,,,,,,,
174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,174,315,171,220,317,207,304,245,258,252,235,258,240
14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,14165,14172,15001,14216,14586,14378,14611,14447,14373,14529,14436,14462,114
670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,670,786,621,682,1351,818,806,557,1025,906,818,831,159
483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,483,405,558,481,479,390,333,730,448,516,482,483,598
1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,1625,3305,2483,2556,752,2297,3334,3003,2580,2988,2361,2637,200
3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,3158,3518,2791,3214,3211,4267,3532,3820,3338,3530,3443,3444,535
1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,1032,1020,943,779,1527,626,1530,1077,466,1618,1120,1067,184
1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,1173,1227,1153,1200,1175,1255,1184,1229,1202,1202,1193,1210,330
674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,674,597,720,709,560,605,660,768,653,804,611,739,588
1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,1259,1256,1119,1375,1124,1212,1360,1225,1298,1326,1142,1413,188
2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,2397,2247,3160,2580,2448,2364,4617,3300,2618,1186,4664,3218,528
1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,1280,1218,1645,1314,1445,1383,1364,1395,1267,1495,1381,1383,394
2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,2329,2323,2225,2421,2301,2376,2331,2407,2347,2330,2343,2347,260
60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,60,63,54,62,69,67,43,64,76,66,33,93,536
679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,679,652,899,632,868,734,769,753,759,718,781,751,302
1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,1885,1946,1755,1989,2016,1810,1993,1730,2144,1880,1887,1990,558
1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,1090,1168,1117,1139,826,1451,1126,1083,1125,1185,1159,1137,106
