band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,3272,3321,3388,3467,3258,3429,3370,3383,3371,3364,62
6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,6369,8149,5194,9169,7353,7208,6864,7700,7332,7274,522
606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,606,532,718,630,709,641,638,611,656,653,15
14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,14,13,18,14,16,3,19,22,12,19,494
2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,2693,2640,2337,2932,2850,2720,2607,2729,2757,2700,103
1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,1209,644,1692,816,918,1762,861,1379,1416,1493,148
894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,894,1250,845,815,1501,993,912,1336,1127,1076,350
2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,2867,2843,2634,2687,3305,2719,3006,2875,2866,2873,445
2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,2883,2927,2881,2937,2893,2925,2908,2896,2913,2917,400
3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,3137,3266,3112,3353,3224,3113,3317,3226,3218,3219,530
2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,2406,2652,2545,1984,2400,3117,2731,2181,2312,3157,497
1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,1033,927,1115,1009,1005,1100,1060,1036,1041,1037,303
1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,1925,4706,3399,3383,3580,3408,3398,3399,3376,3429,257
4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,4645,4630,4696,4652,4648,4620,4684,4518,4824,4658,423
6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,6266,6145,6469,6221,6210,6394,6300,6313,6284,6361,526
968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,968,634,1238,677,1597,1009,504,1327,984,1291,47
1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,1301,1182,993,983,1832,1332,1418,883,1773,1394,187
5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,5121,4982,4165,5863,5405,4448,4862,5915,5247,5206,455
32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,32,32,32,32,32,32,31,33,32,32,91
2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,2154,2148,2369,2179,2272,2063,2262,2309,2066,2438,502
385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,385,653,601,274,173,572,583,405,481,28,,,,,,,,,,,,
644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,644,392,827,899,556,1031,291,1145,730,738,29
3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,3081,5003,4955,2738,3533,6409,4202,2794,5222,5667,447
3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,3137,3019,3226,3179,3043,3224,3098,3184,3113,3179,396
648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,648,622,695,639,633,598,719,630,710,658,356
2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,2483,2248,2558,2806,2457,2608,2463,2505,2514,2625,337
1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,1676,1661,2119,1511,2098,1801,1813,1836,1777,1905,183
774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,774,779,610,790,871,836,782,778,766,791,320
220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,220,566,634,682,590,803,466,733,598,589,318
3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,3466,3601,3288,3027,4546,3304,3178,4259,3610,3587,375
3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,3439,3378,3513,3051,3840,3387,3505,3433,3453,3449,390
1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,1764,1951,1842,1868,1864,835,2719,2026,811,2910,273
1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,1008,1107,969,1123,1113,1003,1131,1057,1041,1103,324
1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,1974,1925,2009,1994,1933,1810,2169,2011,1950,2008,179
1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,1663,1648,1700,1686,1673,1534,1701,1624,1828,1685,405
992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,992,1320,1152,967,1022,1145,1161,1410,1105,1285,5
1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,1552,1646,1669,1687,1634,1475,1788,1717,1646,1659,581
3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,3487,3148,3253,3687,3565,3780,3477,3447,3381,3642,111
1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,1033,1095,1041,1090,939,1176,1082,1054,1099,1069,378
16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,16,17,16,17,14,18,17,16,16,17,634
