band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,2572,2622,2710,2666,2625,2629,2681,2639,2647,2642,2647,400
2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,2883,2889,2903,2922,2772,3186,2919,2933,2894,2926,2958,530
2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,2155,2390,2206,2125,2696,2063,2482,2278,1621,3089,2380,497
847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,847,985,881,998,946,985,919,974,939,946,943,303
1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,1925,3295,3935,3042,3196,3141,3097,3084,3087,3102,3099,257
4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,4234,4150,4145,4399,4239,4110,4004,4584,3904,4559,4247,423
5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,5709,5731,5688,5678,5798,5693,5769,5698,5488,5977,5734,526
930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,930,672,1188,727,1062,615,1297,948,515,984,1291,47
1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,1157,1142,1177,983,1373,1178,613,1730,1125,1219,1394,187
4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,4648,4267,4858,4844,3457,4809,4246,6117,3515,5687,4766,455
29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,29,29,28,30,29,29,29,29,28,29,31,91
1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,1994,2042,1758,1870,2403,2075,1629,2326,2017,1992,2154,502
326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,326,59,653,674,374,425,391,339,497,389,28,,,,,,,,,,,,
644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,644,392,827,584,739,755,408,868,620,678,738,29
3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,3081,2809,5620,4267,3533,3404,3005,5993,3962,3840,4090,447
2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,2832,2841,2816,2861,2920,2825,2853,2890,2837,2805,2922,396
567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,567,613,605,589,575,577,638,583,610,580,615,356
2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,2286,2267,2309,2188,1713,3019,2000,2569,2312,2287,2317,337
1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,1586,1672,1451,1888,1416,1865,1621,1575,1802,1547,1774,183
656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,656,758,706,448,614,1046,493,931,683,734,708,320
220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,220,566,634,682,493,590,428,627,564,512,565,318
2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,2757,3749,2413,4120,3252,3272,3257,3171,3010,3407,3458,375
2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,2148,2915,3619,3293,3636,2980,3327,3131,3045,3147,3207,390
1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,1590,1040,1443,1705,1865,2481,2719,2355,1700,1692,273,,,,,,,,,,,,
962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,962,967,757,1054,980,1033,1010,977,963,964,988,324
1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,1700,1891,1778,1707,1902,1811,1767,1828,1745,1855,1799,179
1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,1519,1507,1536,1484,1563,1475,1497,1569,1543,1527,1522,405
992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,992,964,1112,1099,984,1124,1018,1096,1028,1079,1063,5
1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,1413,1541,1524,1484,1484,1388,1501,1595,1520,1499,1524,581
3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,3124,2803,3568,3184,2898,3352,3085,3096,3024,3091,3642,111
971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,971,969,968,966,967,961,993,971,889,1049,974,378
13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,13,17,15,15,15,14,14,16,15,15,15,634
3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,3469,3461,3459,3452,3482,3486,3348,3597,3465,3464,3489,119
817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,817,823,816,823,766,874,792,844,699,928,839,162
1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,1131,1131,1136,1078,1189,1132,1136,1087,1137,1143,1166,298
3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,3264,3457,3348,3260,3519,3293,3374,3439,3369,3369,3374,409
