band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,2088,2753,3309,2710,2545,2662,2287,3379,2352,2614,3149,2721,2640,2824,456
3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,3868,3586,4141,3337,4348,3867,3910,3855,3701,4063,3873,3824,3873,3908,540
124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,124,118,203,134,168,93,185,174,47,216,197,16,187,254,275
2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,2880,2877,2916,2930,2904,2898,2882,2924,2895,2906,2868,2932,2904,2903,517
1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,1208,887,1845,2475,2592,1896,1330,1134,1302,1215,1244,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,422,390,456,300,353,616,122,475,480,580,255,547,495,430,361
16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,16,72,52,83,87,72,64,44,60,55,50,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,1203,958,1063,1562,1169,1251,1010,1429,1194,1217,874,1510,1075,1366,299
1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,1235,1232,1171,1273,1250,1229,1174,1286,1211,1281,1236,1230,1233,1240,389
819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,819,738,897,819,465,1120,824,368,1316,749,359,1050,1103,832,190
542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,542,688,613,542,678,511,754,855,874,1182,751,615,8,,,,,,,,,,,,,,,,,,,,,,,,
450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,450,406,492,309,577,411,497,451,450,444,458,405,496,450,341
614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,614,693,742,663,706,686,620,748,684,687,643,727,657,713,490
497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,497,609,546,556,556,555,555,336,769,563,376,572,652,617,271
913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,913,927,1036,1041,991,920,1043,902,1001,1007,1011,988,990,984,290
188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,188,184,77,240,188,109,291,223,183,192,179,184,200,189,13
1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,1094,1659,1626,630,1973,1778,1008,1887,1272,1629,1455,1508,1396,1524,165
440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,440,438,452,441,429,447,444,448,403,416,379,579,444,444,2
2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,2327,2471,2401,2373,2328,2508,2298,2501,2316,2458,2416,2420,2403,2403,62
5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,5177,5004,5366,4165,6221,3990,6311,4202,6242,5148,5226,5120,5183,5257,522
433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,433,409,456,483,456,486,472,406,497,463,463,450,463,457,15
10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,10,10,7,14,13,10,11,3,15,13,12,7,13,12,494
1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,1864,1984,1742,2080,1952,1929,1901,1849,1965,1991,1863,1804,2103,1938,103
820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,820,406,1364,855,902,863,69,926,1584,810,682,1077,946,886,148
606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,606,928,695,760,815,787,714,455,1149,673,787,750,777,853,350
2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,2036,1906,2102,2128,2069,2034,2061,2041,2045,1796,2189,2015,2143,2110,445
2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,2078,2077,2077,2028,2108,2091,2062,2090,2071,2077,2089,2062,2071,2099,400
2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,2241,2180,2428,2347,2250,2174,2472,2281,2213,2271,2286,2443,2298,2301,530
1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,1816,1638,2007,1691,1724,1963,1148,2441,1689,1735,2164,1817,1757,1895,497
706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,706,651,797,756,779,640,760,794,765,751,740,742,735,747,303
