band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,1092,1153,1152,1180,1106,1181,1077,1221,1155,1032,1216,1143,1186,1150,1151,309
986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,986,1517,736,934,1063,1232,1258,1314,1232,1278,2226,892,1361,1564,1294,627
2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,2513,1959,3061,2518,2504,2454,2533,2279,2595,2711,2513,2512,2513,2513,2513,56
590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,590,611,607,588,576,549,671,584,646,546,615,642,607,601,604,174
2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,2789,2469,2883,2336,2866,3280,2890,2810,2501,2532,3033,2975,2900,2736,2856,500
2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,2141,2798,2524,2470,1880,2433,2962,2672,2472,2503,1674,3087,2195,3022,2499,417
3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,3891,3933,3899,4024,4014,3825,3346,4528,4070,3629,4289,3913,3780,4033,4109,539
5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,5271,5158,4177,6523,5400,4857,5368,5525,5508,5305,5314,5062,5557,5299,5321,112
939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,939,946,975,946,909,922,1034,970,934,959,974,939,976,956,956,64
1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,1836,1876,1833,1823,1909,1849,1859,1854,1834,1872,1727,1992,1859,1850,1862,458
1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,1202,1203,1204,1194,1161,1260,1023,1385,1199,1174,1021,1420,1186,1207,1221,346
2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,2095,2219,2107,2284,1324,2194,3011,1280,3004,2249,1496,2857,2132,2225,2178,546
1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,1153,1230,1117,1244,1148,1258,955,1431,1193,950,1435,1153,1233,1110,1275,625
454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,454,452,457,455,448,459,438,481,434,468,463,454,458,452,459,31
2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,2088,2753,2413,2841,2478,2558,2473,2216,2504,2999,2566,2537,2530,2504,2573,456
3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,3607,3614,3549,3623,3282,3889,3708,3589,3631,3593,3433,3805,3561,3658,3612,540
124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,124,118,141,175,118,164,102,83,221,157,59,213,152,146,143,275
2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,2694,2722,2662,2736,2707,2479,2956,2613,2763,2733,2720,2704,2711,2711,2708,517
1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,1117,978,1845,2475,2592,1896,1634,1139,1165,1043,1244,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,358,375,391,444,353,345,393,475,300,513,247,255,663,379,430,361
16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,16,72,0,52,83,87,72,64,44,60,55,50,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,1126,1035,1063,1269,1127,813,1357,1100,1023,1328,1108,1153,1006,1239,1134,299
1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,1086,1215,1149,1107,1203,1135,1074,1196,1185,1161,1146,1167,1144,1161,1152,389
749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,749,659,603,1019,708,842,523,947,1589,612,223,1457,696,832,190,,,,,,,,,,,,
542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,542,606,565,456,513,381,511,754,855,874,733,652,589,574,8,,,,,,,,,,,,
419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,419,372,468,398,441,396,439,398,321,533,429,414,427,421,420,341
614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,614,618,684,635,584,657,680,630,638,610,672,644,636,642,639,490
