band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,1183,1374,1263,1283,1098,1477,1172,1377,1150,1406,1083,1476,1298,506
1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,1702,1717,1705,1695,1728,1709,1709,1645,1765,1718,1659,1757,1714,450
1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,1335,1332,825,2002,1298,1228,1349,1372,1325,1145,1994,1377,1429,59
805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,805,805,805,799,644,970,742,848,741,677,971,837,818,206
98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,98,772,1519,1303,961,653,558,580,742,622,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,3781,3991,4601,4119,4118,4126,4126,4005,4118,4063,4320,4037,4212,410
1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,1142,1120,1194,1121,1229,1110,1169,1132,1110,1278,1135,1182,1177,623
315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,315,278,307,367,317,294,296,316,362,327,299,313,342,239
1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,1568,1568,1413,1778,1457,1311,1783,1743,1571,1606,1589,1572,1603,631
663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,663,560,759,644,686,655,657,655,682,665,650,664,678,222
786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,786,891,681,943,627,853,1044,701,839,889,811,1045,845,20
2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,2281,2405,2330,2041,2645,2240,2069,2353,2607,2453,2329,2353,2356,34
802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,802,761,884,820,855,805,803,843,808,841,858,825,828,208
1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,1242,1303,1235,1193,1530,1297,1073,1532,1297,1307,1302,1301,1302,381
894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,894,939,918,919,916,869,872,1009,921,857,981,920,919,444
1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,1199,1333,1258,1200,1247,1387,1091,1434,1311,1217,1263,1325,1300,173
1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,1428,1494,1477,1463,1437,1498,1384,1478,1519,1455,1497,1454,1479,66
1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,1254,1235,1178,1343,895,2170,2951,2638,1659,1280,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,1095,1124,1071,1158,1111,1104,1059,1154,1127,1121,1111,1114,1113,211
817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,817,1501,1254,1443,1238,1161,2010,711,1892,1203,946,1472,46,,,,,,,,,,,,
938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,938,930,926,941,867,994,862,993,896,1017,948,935,943,74
555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,555,736,791,439,1052,538,558,1024,523,834,660,880,724,619
888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,888,780,1090,691,648,1426,711,1930,369,1367,786,1312,138,,,,,,,,,,,,
1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,1165,1203,1218,1169,1216,1130,1237,1222,1168,977,1440,1168,1224,357
2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,2925,3428,2945,3759,3439,3669,3718,3287,3535,3370,3406,3383,3490,527
2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,481
2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,2552,2775,3022,2785,2720,2679,2948,2747,2824,2745,2695,2854,2849,481
798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,798,753,532,1113,670,452,1048,985,628,1011,784,803,810,178
43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,43,42,42,43,38,47,35,45,47,43,43,39,46,55
2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,2142,2127,1928,2282,2228,2149,2149,2083,2137,2137,2222,2088,2226,430
1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,1153,757,1098,1322,1057,1627,177,1907,1190,1430,960,1399,1174,329
575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,575,592,579,550,626,575,551,620,573,594,592,581,588,65
