band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,1046,931,1266,1080,1059,1057,1138,1083,210
2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,2479,2560,2524,2509,2529,2525,2493,2550,170
1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,1899,1887,1900,1575,2136,1825,2067,1907,387
1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,1276,1219,1565,1312,1178,1439,1342,1512,147
1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,294
1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,1385,1859,1600,1639,1682,1632,1642,1638,294
4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,4464,4486,4577,3975,5058,4581,4495,4555,388
584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,584,752,616,740,678,622,655,750,322
2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,2899,2372,2611,3443,1956,3509,3188,3343,578
863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,863,929,966,1035,911,881,1059,950,232
1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,1852,1877,1711,653,2390,2205,2495,1886,195
366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,366,294,385,359,380,427,373,372,240
21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,21656,21682,21540,21640,21638,21793,21719,21708,114
1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,1036,1041,1500,1351,931,1457,1282,1273,159
681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,681,765,638,712,688,823,752,729,598
2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,2744,4669,3308,2297,5493,3424,4207,3779,200
4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,4583,4884,5608,5084,5629,5061,4991,5426,535
1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,1581,1414,1761,1171,1667,1406,1727,2078,184
1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,1791,1762,1843,1787,1804,1811,1787,1818,330
1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,1007,984,779,1095,1129,952,1141,1013,588
1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,1777,1857,2001,1710,2090,1793,1852,2029,188
4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,4267,3537,5028,2364,4617,5918,3981,5087,528
1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,1806,2337,2071,2071,2071,1955,2178,2081,394
3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,3262,3615,3424,3674,3575,3510,3505,3515,260
88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,88,89,96,102,63,120,95,97,536
1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,1061,1169,1084,1150,1086,1195,1099,1151,302
2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,2450,3136,2904,2911,2846,3021,2872,2885,558
1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,1700,1675,1725,1691,1681,1653,1777,1704,106
1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,1694,1709,1698,1683,1704,1702,1695,1725,212
4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,4907,5243,5493,6088,5724,5378,5562,5544,571
2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,2034,2117,2050,2072,2123,2037,2127,2080,506
2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,2730,2816,2778,2767,2700,2853,2769,2810,450
1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,1972,2514,2255,1279,2721,2470,2480,2320,59
1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,1304,1187,1367,1196,1364,1418,1254,1372,206
870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,870,1519,1303,961,1148,954,1053,36,,,,,,,,,,,,
6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,6526,6698,6748,6805,6679,6719,6621,6821,410
1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,1871,1901,1875,1837,1909,1857,1915,1934,623
511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,511,484,493,577,425,585,538,520,239
2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,2545,2580,2155,2845,2663,2483,2641,2650,631
1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,1077,1047,1102,1080,1074,1083,1055,1100,222
1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,1210,1507,1211,1499,1099,1509,1544,1376,20
3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,3749,3779,3710,3668,4024,3846,3854,3832,34
1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,1342,1105,1326,1574,1333,1369,1339,1345,208
2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,2115,2101,2126,2095,2131,2113,2113,2120,381
1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,1479,1497,1499,1441,1534,1479,1493,1512,444
2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,2070,1929,2204,1864,2252,1926,2206,2114,173
2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,2344,2368,2436,2317,2424,2408,2349,2417,66
2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,2038,1993,1874,2170,2951,2638,2939,362,,,,,,,,,,,,
