band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,2816,2822,2799,2838,2809,2830,381
1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,1987,1991,1938,2034,1988,1996,444
2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,2743,2762,2562,2924,2811,2763,173
3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,3154,3163,3148,3243,3176,3179,66
2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,2622,2885,2568,2951,2638,2939,362
2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,2402,2363,2448,2368,2434,2447,211
2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,2318,2697,2399,2721,1991,3522,46
1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,1868,2089,2051,2118,2008,2056,74
1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,1291,1701,1665,1552,1501,1604,619
1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,1668,2197,1905,2214,1916,2098,138
2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,2568,2590,2609,2571,2577,2622,357
6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,6996,7153,8022,7375,7399,7409,527
6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,481
6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,6008,6042,5990,6058,6063,6034,481
1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,1713,1498,1982,1350,2027,1817,178
93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,93,92,91,91,93,93,55
4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,4636,4464,4770,4722,4630,4676,430
2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,2368,1962,2861,2857,2630,2573,329
1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,1250,1203,1343,1227,1307,1266,65
1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,1654,1507,1667,1536,1176,2385,351
1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,1817,1744,1078,2143,2308,1871,42
2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,2496,2895,2794,2717,2727,2750,283
2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,2425,1849,4754,2895,3432,3750,191
21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,21126,20999,19739,21321,21683,21887,115
4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,4795,4648,5693,5084,4675,5453,437
1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,1055,1040,1075,1064,1048,1070,226
2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,2822,2755,2929,2831,2776,2904,143
11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,11073,11269,11825,11356,11378,11444,532
4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,4455,4545,4419,4538,4538,4506,513
4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,4107,4132,4160,4122,4142,4147,470
527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,527,504,761,612,510,702,265
1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,1157,1580,1352,1404,1317,1437,317
2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,2061,2094,2120,2094,2104,2097,209
3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,3901,4306,4203,3836,3849,4773,453
2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,2558,2655,2603,2504,2711,2609,109
862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,862,778,946,857,841,888,52
1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,1032,1079,1012,1164,943,1200,141
2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,2318,2376,1508,3285,2354,2456,60
1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,1628,2232,1355,2893,2294,2081,77
3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,3505,3062,4061,3045,3958,3628,633
12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,12,11,11,11,9,14,95
2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,2159,2165,1977,2320,2136,2235,321
3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,3205,3456,3040,3636,3337,3343,512
3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,3914,4046,4262,4086,4200,4203,567
11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,11463,11479,11483,11446,11518,11481,401
2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,2092,2088,2011,2308,2137,2136,169
9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,9880,11237,10062,11063,9632,11511,102
2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,2264,3161,2712,2996,2817,2792,41
539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,539,1091,982,917,980,916,242
4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,4746,4684,4861,4466,5009,4842,524
2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,2295,2367,2304,2776,2477,2463,284
5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,5470,5228,5914,5285,5794,5538,514
2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,2695,2511,2245,3377,2690,2726,142
4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,4452,4717,4572,4588,4113,5072,556
5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,5027,4655,5700,4975,5257,5152,335
1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,1221,1308,1253,1272,1255,1277,489
3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,3398,3355,3363,3485,3352,3450,411
3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,3203,3249,3218,3248,3114,3345,561
1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,1168,1137,1202,1164,1055,1291,585
1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,1043,1046,1011,1057,1014,1105,630
3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,3112,3107,2768,2911,3652,3121,133
4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,4836,4789,4879,4861,4845,4842,372
