band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,2339,2408,2474,2425,2274,2575,2419,381
1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,1700,1709,1682,1576,1820,1742,1705,444
2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,2293,2401,2349,2314,2397,2436,2375,173
2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,2708,2721,2728,2681,2771,2712,2742,66
2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,2292,1739,1874,2170,2951,2638,2939,362
2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,2066,1977,2142,2077,2045,2086,2069,211
1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,1953,1619,2681,1161,2721,3194,2319,46
1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,1733,1686,1799,1579,1910,1737,1746,74
1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,1291,1230,1052,1651,1417,1306,1367,619
1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,1668,1109,1320,2137,2299,1367,2098,138
2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,2196,2178,2247,2256,2179,2246,2235,357
6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,6327,5358,6790,6838,6364,6154,6523,527
4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,481
4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,4555,5556,5286,5122,5275,5224,5177,481
1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,1466,1500,1352,1592,1069,1873,1535,178
79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,79,77,80,80,79,79,79,55
3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,3908,3907,4084,4002,3821,4177,3999,430
1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,1910,2420,1964,2194,2194,2330,2239,329
1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,1014,1149,1076,1079,1038,1140,1100,65
1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,1214,1319,1461,1508,862,1176,2385,351
811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,811,1205,2623,1622,521,2308,1871,42
2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,2319,2339,2288,2411,2337,2345,2340,283
2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,2425,1849,2517,3062,3045,3367,2840,191
17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,17853,17524,18622,18426,18024,18198,18108,115
4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,4306,3664,4945,4269,4156,4633,4375,437
857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,857,954,907,911,901,911,911,226
2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,2286,2571,2434,2376,2483,2431,2436,143
9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,9763,9686,9301,10288,9780,9725,9802,532
3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,3811,3594,3974,3919,3872,3851,3980,513
3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,3545,3090,3985,3520,3563,3548,3559,470
332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,332,699,277,681,550,553,524,265
1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,1157,795,1541,1131,1166,1153,1304,317
1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,1765,1771,1850,1797,1778,1807,1802,209
3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,3497,3550,3611,3255,3705,3366,3884,453
2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,2235,2233,2091,2377,2158,2266,2280,109
738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,738,735,694,712,813,732,748,52
773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,773,725,1210,730,1133,867,992,141
2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,2037,1993,2078,1515,2586,1718,2370,60
1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,1628,1927,1660,1508,1385,2307,2068,77
3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,3036,2903,2482,2369,4359,2482,3628,633
10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,10,10,9,10,9,10,10,95
1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,1758,1891,1893,1879,1857,1706,2008,321
2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,2857,2771,2881,2853,2919,2816,2920,512
3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,3473,3578,3375,3370,3506,3821,3588,567
9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,9779,9838,9879,9677,10015,9843,9839,401
1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,1822,1827,1792,1777,1807,1921,1826,169
7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,7952,9216,9493,9429,8341,9549,9405,102
2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,2264,1825,2476,2528,2841,2409,2399,41
539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,539,547,1051,906,486,1085,811,242
4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,4085,3940,4202,4098,3916,4277,4090,524
2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,2094,1950,1948,2394,2067,2118,2111,284
4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,4013,4530,5426,4087,5557,4858,4758,514
2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,2142,2495,2251,2348,2152,2167,2689,142
3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,3841,3812,4137,3864,3996,3515,4349,556
4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,4377,4394,4342,4462,4296,4216,4679,335
